연번,종교구분,종교시설명,주소,전화번호,데이터기준일자
306,기독교,경남진주노회(회관),경상남도 진주시 진양호로 506-1,,2025-06-20
307,기독교,진주교회(1),경상남도 진주시 의병로250번길 16 ,055-743-8911,2025-06-20
308,불교,도명암,경상남도 진주시 진산로46번길 21 ,,2025-06-20
309,불교,법성사,경상남도 진주시 향교로93번길 36 ,055-741-1009,2025-06-20
310,불교,보각사,경상남도 진주시 옥봉길15번길 11 ,055-748-3855,2025-06-20
311,불교,보현암,경상남도 진주시 진양호로625번길 4-1 ,055-748-4867,2025-06-20
312,불교,송원사,경상남도 진주시 남강로 751-14 ,055-745-9944,2025-06-20
313,불교,순천암,경상남도 진주시 진양호로597번길 7-15,055-745-1526,2025-06-20
314,불교,연화사,경상남도 진주시 향교로42번길 13 ,055-741-4852,2025-06-20
315,불교,옥수암,경상남도 진주시 향교로109번길 62 ,055-742-0203,2025-06-20
316,기독교,진주동부성결교회,경상남도 진주시 진양호로614번길 12 ,055-746-0691,2025-06-20
317,기독교,진주중앙교회,경상남도 진주시 옥봉길9번길 12-16 ,055-743-0967,2025-06-20
318,기독교,한가족교회,경상남도 진주시 남강로 722-1 3층,055-747-0692,2025-06-20
319,천주교,옥봉성당,경상남도 진주시 향교로42번길 5 ,055-741-2442,2025-06-20
320,기타,정성법당,경상남도 진주시 옥봉길9번길 12 ,055-741-2974,2025-06-20
321,기독교,순복음열린문교회,"경상남도 진주시 장대로 38-1, 2층",920-0889,2025-06-20
322,기독교,열방추수교회,경상남도 진주시 남강로 731 2층,055-745-0691,2025-06-20
323,기독교,방주교회,경상남도 진주시 남강로736번길 12,,2025-06-20
324,기독교,진주교회(2),경상남도 진주시 촉석로201번길 8-1,055-743-2003,2025-06-20
325,불교,여래사(원),경상남도 진주시 진주성로188번길 29,055-742-6070,2025-06-20
326,불교,의곡사,경상남도 진주시 의곡길 72,055-741-4710,2025-06-20
327,불교,청계암,경상남도 진주시 창렬로187번길 14-5,055-741-6636,2025-06-20
328,불교,봉황사,경상남도 진주시 창렬로 209,055-741-1901,2025-06-20
329,불교,법혜사,경상남도 진주시 창렬로 205-15,055-741-7196,2025-06-20
330,불교,백연암,경상남도 진주시 의병로 121-1,055-741-0944,2025-06-20
331,불교,삼선암,경상남도 진주시 의병로111번길 17,055-741-8403,2025-06-20
332,불교,영덕암,경상남도 진주시 진주성로183번길 13-5,,2025-06-20
333,불교,천진선원,경상남도 진주시 의병로65번길 43,055-745-0522,2025-06-20
334,기독교,예수그리스도 후기성도교회,경상남도 진주시 창렬로 94,055-742-7223,2025-06-20
335,기독교,진주북부교회,경상남도 진주시 의병로111번길 7,055-743-2667,2025-06-20
336,기독교,나무교회,"경상남도 진주시 상봉대룡길 16, 4층",055-748-9614,2025-06-20
337,불교,약사정사,경상남도 진주시 의병로 128,055-761-5382,2025-06-20
338,불교,대불사,경상남도 진주시 상봉대룡길 81,,2025-06-20
339,기독교,진주기도원,경상남도 진주시 진주성로172번길 35,055-748-7209,2025-06-20
340,불교,봉인사,경상남도 진주시 진주성로178번길 8-54,055-742-5044,2025-06-20
341,불교,봉황사,경상남도 진주시 진주성로172번길 20-2,055-746-9417,2025-06-20
342,기독교,에덴교회,경상남도 진주시 상봉대룡길 54,,2025-06-20
343,불교,진주정사,경상남도 진주시 창렬로 205-16,0507-1308-8445,2025-06-20
344,기독교,온전한 복음교회,"경상남도 진주시 창렬로 130-1, 3층",,2025-06-20
345,기타,성덕도진주교화원,경상남도 진주시 창렬로 197-6,055-746-7646,2025-06-20
346,불교,거사림,"경상남도 진주시 진주성로 108, 3층",055-741-0108,2025-06-20
347,불교,공덕암,경상남도 진주시 창렬로188번길 23,,2025-06-20
348,불교,비봉사,경상남도 진주시 창렬로187번길 11-20,055-742-6666,2025-06-20
349,원불교,동진주교당,경상남도 진주시 대신로232번길 8,055-752-6192,2025-06-20
350,기독교,대광교회,경상남도 진주시 대신로243번길 16,055-761-6866,2025-06-20
351,기독교,꿈이있는교회,경상남도 진주시 대신로299번길 8-1,055-763-8291,2025-06-20
352,기독교,진주성결교회,경상남도 진주시 도동천로 39,055-762-0932,2025-06-20
353,불교,월하사,"경상남도 진주시 동진로 223, 3층",055-755-0322,2025-06-20
354,기독교,동진주교회,경상남도 진주시 도동천로 69,055-752-7652,2025-06-20
355,기독교,신천지진주교회,"경상남도 진주시 동진로 111, 4층 6층",,2025-06-20
356,기독교,새예루살렘교회,"경상남도 진주시 동진로 196, 3층",055-759-3852,2025-06-20
357,기독교,주안교회,경상남도 진주시 동진로 221,055-753-1474,2025-06-20
358,불교,선우선방,경상남도 진주시 동진로102번길 5,,2025-06-20
359,기독교,하나님의 교회,경상남도 진주시 모덕로 139,,2025-06-20
360,기독교,하늘빛교회,경상남도 진주시 모덕로 174,920-4708,2025-06-20
361,기독교,큰사랑교회,경상남도 진주시 모덕로 48-2,055-755-8105,2025-06-20
362,불교,송학사,경상남도 진주시 모덕로 69-2,055-752-9707,2025-06-20
363,기독교,진주제일교회,경상남도 진주시 모덕로 79-22,055-757-3535,2025-06-20
364,기독교,도동교회,경상남도 진주시 모덕로163번길 15-3,055-759-1355,2025-06-20
365,불교,법륜사,경상남도 진주시 모덕로181번길 7,055-753-5818,2025-06-20
366,불교,법성사,경상남도 진주시 모덕로30번길 4,055-752-7388,2025-06-20
367,기독교,진주동광교회,경상남도 진주시 모덕로47번길 1-16,055-761-2859,2025-06-20
368,기독교,진리의사랑교회,경상남도 진주시 상대로69번길 5-1,055-757-4600,2025-06-20
369,기타,진주교화원,경상남도 진주시 선학산길 32-8,055-761-2077,2025-06-20
370,기독교,순복음진주중앙교회,경상남도 진주시 선학산길 44-1,055-757-2040,2025-06-20
371,기독교,진주예전교회,경상남도 진주시 모덕로 60,070-8202-7159,2025-06-20
372,기독교,천국복음진주교회,경상남도 진주시 동진로119번길 7-1,055-762-0142,2025-06-20
373,기독교,동진로교회,경상남도 진주시 동진로 103,055-759-1340,2025-06-20
374,기독교,진주교회,경상남도 진주시 동진로 125,,2025-06-20
375,기독교,진주순복음교회,경상남도 진주시 모덕로87번길 5-6,055-758-0691,2025-06-20
376,기독교,생수교회,경상남도 진주시 솔밭로140번길 4,,2025-06-20
377,기독교,새누리교회,경상남도 진주시 상대로 8,,2025-06-20
378,기독교,행복한교회,경상남도 진주시 대신로231번길 7-2,,2025-06-20
379,기독교,은빛선교교회,"경상남도 진주시 돗골로 167, 2층",,2025-06-20
380,기독교,반석교회,경상남도 진주시 도동로248번길 21-2,055-755-0757,2025-06-20
381,기독교,신동교회,경상남도 진주시 하대로34번길 11-67,055-758-4375,2025-06-20
382,기독교,열방교회,경상남도 진주시 말티고개로 34-39,055-762-0698,2025-06-20
383,천주교,하대성당,경상남도 진주시 도동로239번길 14,055-759-0295,2025-06-20
384,기독교,왕국회관,경상남도 진주시 하대로34번길 11-24,,2025-06-20
385,기독교,진주임마누엘교회,경상남도 진주시 대신로 356번길 21-3,055-753-0027,2025-06-20
386,기독교,진주교회,경상남도 진주시 하대로34번길 28,055-753-9104,2025-06-20
387,기독교,새빛교회,경상남도 진주시 모덕로 197번길 2,055-754-0191,2025-06-20
388,기독교,꿈이있는교회,"경상남도 진주시 모덕로 289, 2층",055-748-3278,2025-06-20
389,기독교,등대교회,경상남도 진주시 도동로 173-1,055-762-8507,2025-06-20
390,기독교,성광교회,경상남도 진주시 도동로178번길 7,055-762-8668,2025-06-20
391,기독교,신평교회,"경상남도 진주시 남강로 1409, 3층",,2025-06-20
392,기독교,제자교회,"경상남도 진주시 도동천로 276, 104호",055-753-7156,2025-06-20
393,기독교,진주중앙교회,경상남도 진주시 모덕로 294번길 6-6,055-755-0462,2025-06-20
394,기독교,예수로교회,"경상남도 진주시 남강로 1413번길 10-1, 2층",070-4222-0790,2025-06-20
395,기독교,행복한교회,경상남도 진주시 대신로371번길 5,,2025-06-20
396,기독교,목양교회,경상남도 진주시 하대로34번길 11-20,,2025-06-20
397,기독교,새생명교회,경상남도 진주시 말티고개로118번길 5,055-748-0169,2025-06-20
398,기독교,진주광림교회,경상남도 진주시 하대로 126-1,055-752-2480,2025-06-20
399,기독교,벧엘교회,경상남도 진주시 대신로389번길 7,,2025-06-20
400,천주교,작은자매 관상선교 수녀회,경상남도 진주시 남강로 1131,055-752-7665,2025-06-20
401,천주교,상평성당,경상남도 진주시 공단로91번길 26,055-752-5922,2025-06-20
402,기타,대순진리회,경상남도 진주시 돗골로26번길 16,055-755-6936,2025-06-20
403,천리교,천리교교회,경상남도 진주시 대신로195번길 9-8,055-752-7315,2025-06-20
404,기독교,도담감리교회,"경상남도 진주시 공단로 42, 2층",055-763-4624,2025-06-20
405,기독교,진주아름다운교회,경상남도 진주시 공단로 17-1,055-758-3334,2025-06-20
406,기독교,진주갈보리교회,"경상남도 진주시 공단로91번길 11-1, 2층",,2025-06-20
407,기독교,온땅교회,경상남도 진주시 큰들로 118,055-762-3527,2025-06-20
408,기독교,하늘정원교회,경상남도 진주시 공단로 30,055-757-4489,2025-06-20
409,이슬람,이슬람사원(페잔 이 마디나),"경상남도 진주시 돗골로 21, 2층",,2025-06-20
410,기독교,진주동부교회,경상남도 진주시 돗골로106번길 6-5,055-757-1117,2025-06-20
411,기독교,진주솔밭교회,경상남도 진주시 솔밭로80번길 6,055-755-3199,2025-06-20
412,기독교,진주성심교회,경상남도 진주시 솔밭로79번길 12,055-755-2347,2025-06-20
413,기독교,소망교회,"경상남도 진주시 돗골로 19, 6층",055-752-8650,2025-06-20
414,천도교,천도교 진주시교구,"경상남도 진주시 도동로 14, 2층",,2025-06-20
415,기타,제2영성센터,경상남도 진주시 남강로 949,,2025-06-20
416,기독교,산돌교회,경상남도 진주시 하촌로196번길 14-55,055-759-5591,2025-06-20
417,기독교,소망교회,경상남도 진주시 초전남로39번길1-9,070-7768-7275,2025-06-20
418,기독교,실로암교회,경상남도 진주시 초전남로53번길 26-2,055-758-4101,2025-06-20
419,기독교,진주제일교회,경상남도 진주시 대신로 630,055-755-5658,2025-06-20
420,기독교,초전교회,경상남도 진주시 초전북로39번길 5-18,055-752-0002,2025-06-20
421,기독교,기독교대한성결교회진주아브라함교회,경상남도 진주시 말티고개로 1,,2025-06-20
422,기독교,기쁜소식진주교회,경상남도 진주시 초전북로 115,055-753-8680,2025-06-20
423,기독교,샘솟는교회(1),경상남도 진주시 초북로 56-10,,2025-06-20
424,기독교,샘솟는교회(2),경상남도 진주시 말티고개로123번길 22,,2025-06-20
425,기독교,은송교회,경상남도 진주시 진산로 261,,2025-06-20
426,기독교,시냇가에 심은 교회,경상남도 진주시 진산로 455,055-753-2489,2025-06-20
427,불교,다례정사,경상남도 진주시 장재새미길53번길 30,055-762-3095 ,2025-06-20
428,불교,선덕사,경상남도 진주시 진산로 100-3,055-752-4862,2025-06-20
429,불교,선학사,경상남도 진주시 진산로 116-14,055-762-0108,2025-06-20
430,불교,연기암,경상남도 진주시 장재새미길53번길47,055-759-4964,2025-06-20
431,불교,행복문화회관,경상남도 진주시 말태고개로123번길9,055-759-6627,2025-06-20
432,불교,견불사,경상남도 진주시 장재새미길53번길 56,055-759-5789,2025-06-20
433,불교,불광사,경상남도 진주시 초전남로65번길 14-1,,2025-06-20
434,불교,대승선원,경상남도 진주시 장재길 43-24,055-762-0104,2025-06-20
435,천주교,장재성당,경상남도 진주시 진산로357번길10,055-759-8217,2025-06-20
436,불교,천황사,경상남도 진주시 석갑로141번길 80,,2025-06-20
437,기독교,구세군교회,경상남도 진주시 순환로559번길 13,055-746-8831,2025-06-20
438,기독교,화목한교회,경상남도 진주시 석갑로53번길 2,,2025-06-20
439,기독교,삼일교회,경상남도 진주시 석갑로91번길 8-17,055-743-3131,2025-06-20
440,기독교,성동교회,경상남도 진주시 순환로553번길 10,055-746-7282,2025-06-20
441,기독교,주님의교회,경상남도 진주시 순환로 528  6층,055-747-8586,2025-06-20
442,기독교,천성교회,경상남도 진주시 진양호로171번길 8,055-747-7347,2025-06-20
443,기독교,평화교회,경상남도 진주시 진양호로 329,055-746-2695,2025-06-20
444,기독교,거룩한성교회,"경상남도 진주시 진양호로293번길 16-5, 4층",,2025-06-20
445,기독교,주날개교회,경상남도 진주시 평거로5번길 36,,2025-06-20
446,기독교,진주성남교회,경상남도 진주시 촉석로 54,055-746-9450,2025-06-20
447,기독교,샘물교회,경상남도 진주시 진양호로 406-1,055-748-0191,2025-06-20
448,기독교,성북교회,경상남도 진주시 천수로 303,055-748-4771,2025-06-20
449,기독교,영은교회,경상남도 진주시 신안들말길 48,055-748-4514,2025-06-20
450,천주교,천주교 신안동성당,경상남도 진주시 평거로 141,055-745-5131,2025-06-20
451,원불교,원불교진주교당,경상남도 진주시 신안로 104,055-743-5456,2025-06-20
452,기독교,열매맺는교회,경상남도 진주시 신안로 120,,2025-06-20
453,기독교,필그림교회,경상남도 진주시 신안로34번길 11,055-746-0191,2025-06-20
454,불교,(재)한국SGI불교회 (진주),경상남도 진주시 신안로88번길 9-4 ,055-747-6355,2025-06-20
455,기독교,더세움교회,경상남도 진주시 진양호로 401,055-747-0191,2025-06-20
456,기독교,시민성결교회,경상남도 진주시 신안들말길10번길 4-1,055-742-0691,2025-06-20
457,기독교,세계로교회,경상남도 진주시 신안로126번길 18,,2025-06-20
458,기독교,주찬양교회,경상남도 진주시 천수로 320-2,,2025-06-20
459,기독교,참빛교회,"경상남도 진주시 남강로533, 4층",055-742-7060,2025-06-20
460,기독교,참빛교회,경상남도 진주시 남강로 533,055-742-7060,2025-06-20
461,불교,우리절,경상남도 진주시 신안동 석갑로91번길 10-5,,2025-06-20
462,불교,정관정사(성양원),경상남도 진주시 석갑로173번길 3,,2025-06-20
463,불교,문필암,경상남도 진주시 서장대로185번길 11-8,,2025-06-20
464,기독교,반석교회,경상남도 진주시 서장대로 226,055-743-8933,2025-06-20
465,기독교,진주팔복교회,경상남도 진주시 평거로258번길 19,055-752-8291,2025-06-20
466,기독교,성서침례교회,경상남도 진주시 서장대로185번길 19,055-743-6408,2025-06-20
467,기독교,영락교회,경상남도 진주시 의병로 49,055-747-0236,2025-06-20
468,기독교,은혜교회,경상남도 진주시 석갑로173번길 7,055-748-3312,2025-06-20
469,기독교,이현교회,경상남도 진주시 이현두곡길59번길 2,055-744-7626,2025-06-20
470,기독교,혜성교회,경상남도 진주시 서장대로283번길 8,055-746-3309,2025-06-20
471,불교,금천암,경상남도 진주시 진주대로1270번길 27,055-742-0246,2025-06-20
472,불교,보광사,경상남도 진주시 이현두곡길59번길 34,055-743-4321,2025-06-20
473,불교,보림사,경상남도 진주시 유곡죽전길 9-5,,2025-06-20
474,불교,다천사,경상남도 진주시 유곡죽전길 27-5,055-758-1679,2025-06-20
475,기독교,진주영광침례교회,"경상남도 진주시 서장대로 299, 2층",055-762-1611,2025-06-20
476,기독교,선한목자교회,경상남도 진주시 석갑산로 181-2,055-743-5100,2025-06-20
477,기독교,벧엘교회,경상남도 진주시 진주대로1322번길 59,,2025-06-20
478,불교,관음정사,경상남도 진주시 진양호로111번길 17,055-747-9666,2025-06-20
479,불교,마하사,경상남도 진주시 진양호로143번길 33,055-742-2636,2025-06-20
480,불교,보경사,경상남도 진주시 판문로 70-5,055-746-4800,2025-06-20
481,불교,염불선사,경상남도 진주시 판문로 64-12,055-748-7719,2025-06-20
482,불교,용화사,경상남도 진주시 진양호로143번길 15,055-746-4515,2025-06-20
483,기독교,강남교회,경상남도 진주시 진양호로 39-3,055-745-3100,2025-06-20
484,기독교,서진주교회,경상남도 진주시 진양호로83번길 22,055-746-4257,2025-06-20
485,기독교,주뜻교회,경상남도 진주시 진양호로119번길 12,055-748-3196,2025-06-20
486,기독교,진주순복음 참빛교회,경상남도 진주시 진양호로145번길 23,055-747-9469,2025-06-20
487,기독교,진주임마누엘교회,경상남도 진주시 진양호로125번길 22-22,055-745-8291,2025-06-20
488,기독교,평거중앙교회,경상남도 진주시 진양호로97번길 15,055-746-0017,2025-06-20
489,기독교,새소망교회,경상남도 진주시 진양호로125번길 22-24,055-743-3315,2025-06-20
490,기독교,한누리교회,경상남도 진주시 진양호로125번길 22-19,055-747-4026,2025-06-20
491,기독교,한사랑교회,경상남도 진주시 남강로1번길 22,055-748-3901,2025-06-20
492,원불교,원불교서진주교당,경상남도 진주시 진양호로97번길 13-26,055-745-4920,2025-06-20
493,기독교,신진주교회,경상남도 진주시 남강로 9,,2025-06-20
494,천주교,평거동성당,경상남도 진주시 진양호로125번길 22-4,055-746-3217,2025-06-20
495,기독교,구세군서진주영문교회,경상남도 진주시 경남 진주시 서장대로61번길 7-12,055-747-1365,2025-06-20
496,기독교,꿈꾸는교회,경상남도 진주시 진주대로 596-10,070-8988-2310,2025-06-20
497,기독교,진주감리교회,경상남도 진주시 동부로 141-8,055-759-6878,2025-06-20
498,기독교,진주신일교회,경상남도 진주시 진주대로568번길 11,055-759-9496,2025-06-20
499,기독교,횃불교회,경상남도 진주시 호탄길28번길 10,,2025-06-20
500,기독교,대학교회,"경상남도 진주시 진주대로 500번길 9-1, 3층",0507-1390-7540,2025-06-20
501,기독교,진주교회,경상남도 진주시 가호로 25,055-757-1148,2025-06-20
502,기독교,한마음교회,경상남도 진주시 동부로169번길 35,055-755-8962,2025-06-20
503,천주교,가좌성당,경상남도 진주시 개양로6번길 17,055-763-5131,2025-06-20
504,기독교,함께하는 교회,"경상남도 진주시 가좌길74번길 7, 2층",,2025-06-20
505,기독교,열방시민교회,경상남도 진주시 가좌안골길16번길 1,070-4119-6091,2025-06-20
506,불교,미륵암,경상남도 진주시 개양로 170-90,055-759-8243,2025-06-20
507,불교,용호정사,경상남도 진주시 동부로169번길 35,055-755-8962,2025-06-20
508,불교,화성사,경상남도 진주시 동부로 250-20,,2025-06-20
509,기독교,영광교회,경상남도 진주시 가좌안골길16번길 3,055-759-9925,2025-06-20
510,기독교,진주우리교회,경상남도 진주시 호탄길13번길 15,055-759-9639,2025-06-20
511,기독교,하늘가는 교회,경상남도 진주시 호탄길 19,055-748-0197,2025-06-20
512,기독교,주사랑교회,경상남도 진주시 개양로 170-66,055-763-0691,2025-06-20
513,기독교,진주화평교회,경상남도 진주시 소호로 80,055-761-1197,2025-06-20
514,기독교,하나님의교회,"경상남도 진주시 사들로 40, 3층",055-762-1943,2025-06-20
515,기독교,누리샘교회,경상남도 진주시 범골로60번길 26,,2025-06-20
516,불교,관음선원,경상남도 진주시 동부로169번길 12,055-755-3322,2025-06-20
517,불교,안심사,경상남도 진주시 사들로34번길 14-22,,2025-06-20
518,기독교,칠암교회,경상남도 진주시 충의로 135,055-753-4670,2025-06-20
